Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
ECTM.S1AMN211,2017.10,148.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2017.11,162.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2017.12,149,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.01,181.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.02,188,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.03,180.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.04,157.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.05,163.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.06,144.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.07,145.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.08,149.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.09,150,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.10,152.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.11,154,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2018.12,143.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.01,188.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.02,191.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.03,180.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.04,160.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.05,164.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.06,141.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.07,143.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.08,147.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.09,153.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.10,148.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.11,151.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2019.12,141.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2020.01,174.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2020.02,155.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1AMN211,2020.03,63,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.03,151.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.04,143.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.05,153.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.06,144.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.07,149.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.08,153.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.09,150.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.10,150.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.11,158.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2007.12,172.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.01,151.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.02,148.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.03,149.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.04,155.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.05,149.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.06,153.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.07,147.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.08,141.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.09,153.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.10,136.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.11,131.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2008.12,135.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.01,129.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.02,130.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.03,128.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.04,132.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.05,130.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.06,131.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.07,142.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.08,139.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.09,142,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.10,142.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.11,136.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2009.12,140.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.01,141.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.02,139.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.03,144.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.04,136.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.05,136.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.06,138.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.07,134.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.08,143.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.09,141.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.10,142.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.11,145.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2010.12,137.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.01,139.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.02,141.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.03,143.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.04,140.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.05,150.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.06,141.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.07,139.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.08,138.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.09,140.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.10,139.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.11,149.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2011.12,145.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.01,144.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.02,140.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.03,136.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.04,142.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.05,145.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.06,143.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.07,131.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.08,133.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.09,132.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.10,132.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.11,131.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2012.12,130.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.01,127.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.02,135.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.03,130,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.04,134.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.05,129.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.06,131.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.07,136.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.08,133.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.09,131.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.10,135.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.11,128.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2013.12,129.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.01,132.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.02,133.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.03,133.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.04,130.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.05,129.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.06,131.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.07,134.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.08,137.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.09,133.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.10,137.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.11,131.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2014.12,137.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2015.01,137,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2015.02,135.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2015.03,136.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
ECTM.S1SMN211,2015.04,132.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Travel Agency & Tour Arrangement Services,,,
